# cid2code.txt (Version 10/24/2017)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement "The Adobe-CNS1-7
# Character Collection" (formerly Adobe Tech Note #5080):
#
# https://github.com/adobe-type-tools/Adobe-CNS1/
#
# This table contains lists CIDs 0 through 19178 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 10.0 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 10.0 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 10.0 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
16839	*	*	*	*	*	*	*	69fa	e6a7ba,ee8787	69fa,e1c7	000069fa,0000e1c7	fcef	fcc2	91c3	fcef	*	*	fcef
16840	*	*	*	*	*	*	*	e1c8	f0a39f82,ee8788	d84ddfc2,e1c8	000237c2,0000e1c8	fcf0	*	*	fcf0	*	*	fcf0
16841	*	*	*	*	*	*	*	*	f0afa39b	d87edcdb	0002f8db	*	*	*	fcf1	*	*	*
16842	*	*	*	*	*	*	*	6767	e69da7,ee878a	6767,e1ca	00006767,0000e1ca	fcf2	fb4e	*	fcf2	c844	fba9	fcf2
16843	*	*	*	*	*	*	*	6762	e69da2,ee878b	6762,e1cb	00006762,0000e1cb	fcf3	*	*	fcf3	*	*	fcf3
16844	*	*	*	*	*	*	*	e1cc	f0a4878d,ee878c	d850ddcd,e1cc	000241cd,0000e1cc	fcf4	*	*	fcf4	*	*	fcf4
16845	*	*	*	*	*	*	*	e1cd	f0a983ad,ee878d	d864dced,e1cd	000290ed,0000e1cd	fcf5	*	*	fcf5	*	*	fcf5
16846	*	*	*	*	*	*	*	67d7	e69f97,ee878e	67d7,e1ce	000067d7,0000e1ce	fcf6	*	*	fcf6	*	*	fcf6
16847	*	*	*	*	*	*	*	44e9	e493a9,ee878f	44e9,e1cf	000044e9,0000e1cf	fcf7	*	*	fcf7	*	*	fcf7
16848	*	*	*	*	*	*	*	6822	e6a0a2,ee8790	6822,e1d0	00006822,0000e1d0	fcf8	faf5	9050	fcf8	c846	fbac	fcf8
16849	*	*	*	*	*	*	*	6e50	e6b990,ee8791	6e50,e1d1	00006e50,0000e1d1	fcf9	*	*	fcf9	*	*	fcf9
16850	*	*	*	*	*	*	*	923c	e988bc,ee8792	923c,e1d2	0000923c,0000e1d2	fcfa	*	*	fcfa	*	*	fcfa
16851	*	*	*	*	*	*	*	6801	e6a081,ee8793	6801,e1d3	00006801,0000e1d3	fcfb	*	*	fcfb	*	*	fcfb
16852	*	*	*	*	*	*	*	e1d4	f0a38fa6,ee8794	d84cdfe6,e1d4	000233e6,0000e1d4	fcfc	*	*	fcfc	*	*	fcfc
16853	*	*	*	*	*	*	*	e1d5	f0a6b6a0,ee8795	d85bdda0,e1d5	00026da0,0000e1d5	fcfd	*	*	fcfd	*	*	fcfd
16854	*	*	*	*	*	*	*	685d	e6a19d,ee8796	685d,e1d6	0000685d,0000e1d6	fcfe	*	*	fcfe	*	*	fcfe
16855	*	*	*	*	*	*	*	e1d7	f0a391af,ee8797	d84ddc6f,e1d7	0002346f,0000e1d7	fd40	*	*	fd40	*	*	fd40
16856	*	*	*	*	*	*	*	69e1	e6a7a1,ee8798	69e1,e1d8	000069e1,0000e1d8	fd41	*	*	fd41	*	*	fd41
16857	*	*	*	*	*	*	*	6a0b	e6a88b,ee8799	6a0b,e1d9	00006a0b,0000e1d9	fd42	fcbd	8fe0	fd42	*	fbb3	fd42
16858	*	*	*	*	*	*	*	e1da	f0a8ab9f,ee879a	d862dedf,e1da	00028adf,0000e1da	fd43	*	*	fd43	*	*	fd43
16859	*	*	*	*	*	*	*	6973	e6a5b3,ee879b	6973,e1db	00006973,0000e1db	fd44	fcba	8e6f	fd44	*	fbaf	fd44
16860	*	*	*	*	*	*	*	68c3	e6a383,ee879c	68c3,e1dc	000068c3,0000e1dc	fd45	*	*	fd45	*	*	fd45
16861	*	*	*	*	*	*	*	e1dd	f0a3978d,ee879d	d84dddcd,e1dd	000235cd,0000e1dd	fd46	*	*	fd46	*	*	fd46
16862	*	*	*	*	*	*	*	6901	e6a481,ee879e	6901,e1de	00006901,0000e1de	fd47	fcb6	91bf	fd47	*	fbae	fd47
16863	*	*	*	*	*	*	*	6900	e6a480,ee879f	6900,e1df	00006900,0000e1df	fd48	fcb7	91c0	fd48	*	*	fd48
16864	*	*	*	*	*	*	*	3a01	e3a881,ee87a1	3a01,e1e1	00003a01,0000e1e1	fd4a	*	*	fd4a	*	*	fd4a
16865	*	*	*	*	*	*	*	e1e2	f0a398bc,ee87a2	d84dde3c,e1e2	0002363c,0000e1e2	fd4b	*	*	fd4b	*	*	fd4b
16866	*	*	*	*	*	*	*	3b80	e3ae80,ee87a3	3b80,e1e3	00003b80,0000e1e3	fd4c	*	*	fd4c	*	*	fd4c
16867	*	*	*	*	*	*	*	67ac	e69eac,ee87a4	67ac,e1e4	000067ac,0000e1e4	fd4d	fcaf	8f63	fd4d	*	*	fd4d
16868	*	*	*	*	*	*	*	6961	e6a5a1,ee87a5	6961,e1e5	00006961,0000e1e5	fd4e	*	*	fd4e	*	*	fd4e
16869	*	*	*	*	*	*	*	e1e6	f0a8a98a,ee87a6	d862de4a,e1e6	00028a4a,0000e1e6	fd4f	*	*	fd4f	*	*	fd4f
16870	*	*	*	*	*	*	*	42fc	e48bbc,ee87a7	42fc,e1e7	000042fc,0000e1e7	fd50	*	*	fd50	*	*	fd50
16871	*	*	*	*	*	*	*	6936	e6a4b6,ee87a8	6936,e1e8	00006936,0000e1e8	fd51	*	*	fd51	*	*	fd51
16872	*	*	*	*	*	*	*	6998	e6a698,ee87a9	6998,e1e9	00006998,0000e1e9	fd52	fcc1	8f7a	fd52	*	fbb0	fd52
16873	*	*	*	*	*	*	*	3ba1	e3aea1,ee87aa	3ba1,e1ea	00003ba1,0000e1ea	fd53	*	*	fd53	*	*	fd53
16874	*	*	*	*	*	*	*	e1eb	f0a08f89,ee87ab	d840dfc9,e1eb	000203c9,0000e1eb	fd54	*	*	fd54	*	*	fd54
16875	*	*	*	*	*	*	*	8363	e88da3,ee87ac	8363,e1ec	00008363,0000e1ec	fd55	*	*	fd55	*	*	fd55
16876	*	*	*	*	*	*	*	5090	e58290,ee87ad	5090,e1ed	00005090,0000e1ed	fd56	*	*	fd56	*	*	fd56
16877	*	*	*	*	*	*	*	69f9	e6a7b9,ee87ae	69f9,e1ee	000069f9,0000e1ee	fd57	*	*	fd57	*	*	fd57
16878	*	*	*	*	*	*	*	e1ef	f0a39999,ee87af	d84dde59,e1ef	00023659,0000e1ef	fd58	*	*	fd58	*	*	fd58
16879	*	*	*	*	*	*	*	e1f0	f0a284aa,ee87b0	d848dd2a,e1f0	0002212a,0000e1f0	fd59	*	*	fd59	*	*	fd59
16880	*	*	*	*	*	*	*	6a45	e6a985,ee87b1	6a45,e1f1	00006a45,0000e1f1	fd5a	*	*	fd5a	*	*	fd5a
16881	*	*	*	*	*	*	*	e1f2	f0a39c83,ee87b2	d84ddf03,e1f2	00023703,0000e1f2	fd5b	*	*	fd5b	*	*	fd5b
16882	*	*	*	*	*	*	*	6a9d	e6aa9d,ee87b3	6a9d,e1f3	00006a9d,0000e1f3	fd5c	fcc8	91c7	fd5c	*	*	fd5c
16883	*	*	*	*	*	*	*	3bf3	e3afb3,ee87b4	3bf3,e1f4	00003bf3,0000e1f4	fd5d	*	*	fd5d	*	*	fd5d
16884	*	*	*	*	*	*	*	67b1	e69eb1,ee87b5	67b1,e1f5	000067b1,0000e1f5	fd5e	fa60	8ffb	fd5e	c845	fbaa	fd5e
16885	*	*	*	*	*	*	*	6ac8	e6ab88,ee87b6	6ac8,e1f6	00006ac8,0000e1f6	fd5f	faa1	9051	fd5f	c848	fbb5	fd5f
16886	*	*	*	*	*	*	*	e1f7	f0a9869c,ee87b7	d864dd9c,e1f7	0002919c,0000e1f7	fd60	*	*	fd60	*	*	fd60
16887	*	*	*	*	*	*	*	3c0d	e3b08d,ee87b8	3c0d,e1f8	00003c0d,0000e1f8	fd61	*	*	fd61	*	*	fd61
16888	*	*	*	*	*	*	*	6b1d	e6ac9d,ee87b9	6b1d,e1f9	00006b1d,0000e1f9	fd62	fcca	91cb	fd62	c849	fbb6	fd62
16889	*	*	*	*	*	*	*	e1fa	f0a0a4a3,ee87ba	d842dd23,e1fa	00020923,0000e1fa	fd63	*	*	fd63	*	*	fd63
16890	*	*	*	*	*	*	*	*	e6839e,eeae94,ee87bb	60de,eb94,e1fb	000060de,0000eb94,0000e1fb	9bec,fd64	*	*	fd64	*	*	9bec,fd64
16891	*	*	*	*	*	*	*	6b35	e6acb5,ee87bc	6b35,e1fc	00006b35,0000e1fc	fd65	*	*	fd65	c84a	fbb7	fd65
16892	*	*	*	*	*	*	*	6b74	e6adb4,ee87bd	6b74,e1fd	00006b74,0000e1fd	fd66	*	*	fd66	*	*	fd66
16893	*	*	*	*	*	*	*	e1fe	f0a29f8d,ee87be	d849dfcd,e1fe	000227cd,0000e1fe	fd67	*	*	fd67	*	*	fd67
16894	*	*	*	*	*	*	*	6eb5	e6bab5,ee87bf	6eb5,e1ff	00006eb5,0000e1ff	fd68	*	*	fd68	*	*	fd68
16895	*	*	*	*	*	*	*	e200	ee8880,f0a3ab9b	d84ededb,e200	0000e200,00023adb	fd69	*	*	fd69	*	*	fd69
16896	*	*	*	*	*	*	*	*	*	*	*	*	*	*	fd6a	*	*	*
16897	*	*	*	*	*	*	*	e202	f0a1a598,ee8882	d846dd58,e202	00021958,0000e202	fd6b	*	*	fd6b	*	*	fd6b
16898	*	*	*	*	*	*	*	3740	e39d80,ee8883	3740,e203	00003740,0000e203	fd6c	*	*	fd6c	*	*	fd6c
16899	*	*	*	*	*	*	*	5421	e590a1,ee8884	5421,e204	00005421,0000e204	fd6d	fbcc	8e6e	fd6d	*	fa7b	fd6d
16900	*	*	*	*	*	*	*	e205	f0a3ad9a,ee8885	d84edf5a,e205	00023b5a,0000e205	fd6e	*	*	fd6e	*	*	fd6e
16901	*	*	*	*	*	*	*	6be1	e6afa1,ee8886	6be1,e206	00006be1,0000e206	fd6f	fb43	905b	fd6f	c84b	fbb8	fd6f
16902	*	*	*	*	*	*	*	e207	f0a3bbbc,ee8887	d84fdefc,e207	00023efc,0000e207	fd70	*	*	fd70	*	*	fd70
16903	*	*	*	*	*	*	*	6bdc	e6af9c,ee8888	6bdc,e208	00006bdc,0000e208	fd71	*	*	fd71	*	*	fd71
16904	*	*	*	*	*	*	*	6c37	e6b0b7,ee8889	6c37,e209	00006c37,0000e209	fd72	*	*	fd72	*	*	fd72
16905	*	*	*	*	*	*	*	e20a	f0a2928b,ee888a	d849dc8b,e20a	0002248b,0000e20a	fd73	*	*	fd73	*	*	fd73
16906	*	*	*	*	*	*	*	e20b	f0a4a3b1,ee888b	d852dcf1,e20b	000248f1,0000e20b	fd74	*	*	fd74	*	*	fd74
16907	*	*	*	*	*	*	*	e20c	f0a6ad91,ee888c	d85adf51,e20c	00026b51,0000e20c	fd75	*	*	fd75	*	*	fd75
16908	*	*	*	*	*	*	*	6c5a	e6b19a,ee888d	6c5a,e20d	00006c5a,0000e20d	fd76	*	*	fd76	*	*	fd76
16909	*	*	*	*	*	*	*	8226	e888a6,ee888e	8226,e20e	00008226,0000e20e	fd77	fa73	*	fd77	c8b3	fc67	fd77
16910	*	*	*	*	*	*	*	6c79	e6b1b9,ee888f	6c79,e20f	00006c79,0000e20f	fd78	fa4e	8fb2	fd78	c84d	fbba	fd78
16911	*	*	*	*	*	*	*	e210	f0a3b6bc,ee8890	d84fddbc,e210	00023dbc,0000e210	fd79	*	*	fd79	*	*	fd79
16912	*	*	*	*	*	*	*	44c5	e49385,ee8891	44c5,e211	000044c5,0000e211	fd7a	*	*	fd7a	*	*	fd7a
16913	*	*	*	*	*	*	*	e212	f0a3b6bd,ee8892	d84fddbd,e212	00023dbd,0000e212	fd7b	*	*	fd7b	*	*	fd7b
16914	*	*	*	*	*	*	*	e213	f0a486a4,ee8893	d850dda4,e213	000241a4,0000e213	fd7c	*	*	fd7c	*	*	fd7c
16915	*	*	*	*	*	*	*	e214	f0a4a48c,ee8894	d852dd0c,e214	0002490c,0000e214	fd7d	*	*	fd7d	*	*	fd7d
16916	*	*	*	*	*	*	*	e215	f0a4a480,ee8895	d852dd00,e215	00024900,0000e215	fd7e	*	*	fd7e	*	*	fd7e
16917	*	*	*	*	*	*	*	e216	f0a3b389,ee8896	d84fdcc9,e216	00023cc9,0000e216	fda1	*	*	fda1	*	*	fda1
16918	*	*	*	*	*	*	*	36e5	e39ba5,ee8897	36e5,e217	000036e5,0000e217	fda2	*	*	fda2	*	*	fda2
16919	*	*	*	*	*	*	*	3ceb	e3b3ab,ee8898	3ceb,e218	00003ceb,0000e218	fda3	*	*	fda3	*	*	fda3
16920	*	*	*	*	*	*	*	e219	f0a0b4b2,ee8899	d843dd32,e219	00020d32,0000e219	fda4	*	*	fda4	*	*	fda4
16921	*	*	*	*	*	*	*	9b83	e9ae83,ee889a	9b83,e21a	00009b83,0000e21a	fda5	*	*	fda5	*	*	fda5
16922	*	*	*	*	*	*	*	e21b	f0a387b9,ee889b	d84cddf9,e21b	000231f9,0000e21b	fda6	*	*	fda6	*	*	fda6
16923	*	*	*	*	*	*	*	e21c	f0a29291,ee889c	d849dc91,e21c	00022491,0000e21c	fda7	*	*	fda7	*	*	fda7
16924	*	*	*	*	*	*	*	7f8f	e7be8f,ee889d	7f8f,e21d	00007f8f,0000e21d	fda8	*	*	fda8	*	*	fda8
16925	*	*	*	*	*	*	*	6837	e6a0b7,ee889e	6837,e21e	00006837,0000e21e	fda9	*	*	fda9	*	*	fda9
16926	*	*	*	*	*	*	*	e21f	f0a6b4a5,ee889f	d85bdd25,e21f	00026d25,0000e21f	fdaa	*	*	fdaa	*	*	fdaa
16927	*	*	*	*	*	*	*	e220	f0a6b6a1,ee88a0	d85bdda1,e220	00026da1,0000e220	fdab	*	*	fdab	*	*	fdab
16928	*	*	*	*	*	*	*	e221	f0a6b7ab,ee88a1	d85bddeb,e221	00026deb,0000e221	fdac	*	*	fdac	*	*	fdac
16929	*	*	*	*	*	*	*	6d96	e6b696,ee88a2	6d96,e222	00006d96,0000e222	fdad	fad0	8eb8	fdad	c850	fbbd	fdad
16930	*	*	*	*	*	*	*	6d5c	e6b59c,ee88a3	6d5c,e223	00006d5c,0000e223	fdae	faf0	8e67	fdae	c84f	fbbc	fdae
16931	*	*	*	*	*	*	*	6e7c	e6b9bc,ee88a4	6e7c,e224	00006e7c,0000e224	fdaf	fad4	*	fdaf	c851	fbbe	fdaf
16932	*	*	*	*	*	*	*	6f04	e6bc84,ee88a5	6f04,e225	00006f04,0000e225	fdb0	*	*	fdb0	*	*	fdb0
16933	*	*	*	*	*	*	*	e226	f0a4a5bf,ee88a6	d852dd7f,e226	0002497f,0000e226	fdb1	*	*	fdb1	*	*	fdb1
16934	*	*	*	*	*	*	*	e227	f0a48285,ee88a7	d850dc85,e227	00024085,0000e227	fdb2	*	*	fdb2	*	*	fdb2
16935	*	*	*	*	*	*	*	e228	f0a6b9b2,ee88a8	d85bde72,e228	00026e72,0000e228	fdb3	*	*	fdb3	*	*	fdb3
16936	*	*	*	*	*	*	*	8533	e894b3,ee88a9	8533,e229	00008533,0000e229	fdb4	*	*	fdb4	*	*	fdb4
16937	*	*	*	*	*	*	*	e22a	f0a6bdb4,ee88aa	d85bdf74,e22a	00026f74,0000e22a	fdb5	*	*	fdb5	*	*	fdb5
16938	*	*	*	*	*	*	*	51c7	e58787,ee88ab	51c7,e22b	000051c7,0000e22b	fdb6	*	*	fdb6	*	*	fdb6
16939	*	*	*	*	*	*	*	*	*	*	*	*	*	*	fdb7	*	*	*
16940	*	*	*	*	*	*	*	*	*	*	*	*	*	*	fdb8	*	*	*
16941	*	*	*	*	*	*	*	842e	e890ae,ee88ae	842e,e22e	0000842e,0000e22e	fdb9	*	*	fdb9	*	*	fdb9
16942	*	*	*	*	*	*	*	e22f	f0a8aca1,ee88af	d862df21,e22f	00028b21,0000e22f	fdba	*	*	fdba	*	*	fdba
16943	*	*	*	*	*	*	*	*	f0afa488	d87edd08	0002f908	*	*	*	fdbb	*	*	*
16944	*	*	*	*	*	*	*	e231	f0a3b8af,ee88b1	d84fde2f,e231	00023e2f,0000e231	fdbc	*	*	fdbc	*	*	fdbc
16945	*	*	*	*	*	*	*	7453	e79193,ee88b2	7453,e232	00007453,0000e232	fdbd	*	*	fdbd	*	*	fdbd
16946	*	*	*	*	*	*	*	e233	f0a3be82,ee88b3	d84fdf82,e233	00023f82,0000e233	fdbe	*	*	fdbe	*	*	fdbe
16947	*	*	*	*	*	*	*	79cc	e7a78c,ee88b4	79cc,e234	000079cc,0000e234	fdbf	fcde	91d4	fdbf	*	*	fdbf
16948	*	*	*	*	*	*	*	6e4f	e6b98f,ee88b5	6e4f,e235	00006e4f,0000e235	fdc0	fcd2	8f62	fdc0	*	*	fdc0
16949	*	*	*	*	*	*	*	5a91	e5aa91,ee88b6	5a91,e236	00005a91,0000e236	fdc1	*	*	fdc1	*	*	fdc1
16950	*	*	*	*	*	*	*	e237	f0a3818b,ee88b7	d84cdc4b,e237	0002304b,0000e237	fdc2	*	*	fdc2	*	*	fdc2
16951	*	*	*	*	*	*	*	6ff8	e6bfb8,ee88b8	6ff8,e238	00006ff8,0000e238	fdc3	*	*	fdc3	*	*	fdc3
16952	*	*	*	*	*	*	*	370d	e39c8d,ee88b9	370d,e239	0000370d,0000e239	fdc4	*	*	fdc4	*	*	fdc4
16953	*	*	*	*	*	*	*	6f9d	e6be9d,ee88ba	6f9d,e23a	00006f9d,0000e23a	fdc5	*	*	fdc5	*	*	fdc5
16954	*	*	*	*	*	*	*	e23b	f0a3b8b0,ee88bb	d84fde30,e23b	00023e30,0000e23b	fdc6	*	*	fdc6	*	*	fdc6
16955	*	*	*	*	*	*	*	6efa	e6bbba,ee88bc	6efa,e23c	00006efa,0000e23c	fdc7	*	*	fdc7	*	*	fdc7
16956	*	*	*	*	*	*	*	e23d	f0a19297,ee88bd	d845dc97,e23d	00021497,0000e23d	fdc8	*	*	fdc8	*	*	fdc8
16957	*	*	*	*	*	*	*	e23e	f0a480bd,ee88be	d850dc3d,e23e	0002403d,0000e23e	fdc9	*	*	fdc9	*	*	fdc9
16958	*	*	*	*	*	*	*	4555	e49595,ee88bf	4555,e23f	00004555,0000e23f	fdca	*	*	fdca	*	*	fdca
16959	*	*	*	*	*	*	*	93f0	e98fb0,ee8980	93f0,e240	000093f0,0000e240	fdcb	*	*	fdcb	*	*	fdcb
16960	*	*	*	*	*	*	*	6f44	e6bd84,ee8981	6f44,e241	00006f44,0000e241	fdcc	fcd4	91cc	fdcc	*	*	fdcc
16961	*	*	*	*	*	*	*	6f5c	e6bd9c,ee8982	6f5c,e242	00006f5c,0000e242	fdcd	fcd5	8fae	fdcd	*	*	fdcd
16962	*	*	*	*	*	*	*	3d4e	e3b58e,ee8983	3d4e,e243	00003d4e,0000e243	fdce	*	*	fdce	*	fbc1	fdce
16963	*	*	*	*	*	*	*	6f74	e6bdb4,ee8984	6f74,e244	00006f74,0000e244	fdcf	*	*	fdcf	*	*	fdcf
16964	*	*	*	*	*	*	*	e245	f0a985b0,ee8985	d864dd70,e245	00029170,0000e245	fdd0	*	*	fdd0	*	*	fdd0
16965	*	*	*	*	*	*	*	3d3b	e3b4bb,ee8986	3d3b,e246	00003d3b,0000e246	fdd1	*	*	fdd1	*	*	fdd1
16966	*	*	*	*	*	*	*	6f9f	e6be9f,ee8987	6f9f,e247	00006f9f,0000e247	fdd2	*	*	fdd2	*	fbc3	fdd2
16967	*	*	*	*	*	*	*	e248	f0a48584,ee8988	d850dd44,e248	00024144,0000e248	fdd3	*	*	fdd3	*	*	fdd3
16968	*	*	*	*	*	*	*	6fd3	e6bf93,ee8989	6fd3,e249	00006fd3,0000e249	fdd4	*	*	fdd4	*	*	fdd4
16969	*	*	*	*	*	*	*	e24a	f0a48291,ee898a	d850dc91,e24a	00024091,0000e24a	fdd5	*	*	fdd5	*	*	fdd5
16970	*	*	*	*	*	*	*	e24b	f0a48595,ee898b	d850dd55,e24b	00024155,0000e24b	fdd6	*	*	fdd6	*	*	fdd6
16971	*	*	*	*	*	*	*	e24c	f0a480b9,ee898c	d850dc39,e24c	00024039,0000e24c	fdd7	*	*	fdd7	*	*	fdd7
16972	*	*	*	*	*	*	*	e24d	f0a3bfb0,ee898d	d84fdff0,e24d	00023ff0,0000e24d	fdd8	*	*	fdd8	*	*	fdd8
16973	*	*	*	*	*	*	*	e24e	f0a3beb4,ee898e	d84fdfb4,e24e	00023fb4,0000e24e	fdd9	*	*	fdd9	*	*	fdd9
16974	*	*	*	*	*	*	*	e24f	f0a484bf,ee898f	d850dd3f,e24f	0002413f,0000e24f	fdda	*	*	fdda	*	*	fdda
16975	*	*	*	*	*	*	*	51df	e5879f,ee8990	51df,e250	000051df,0000e250	fddb	fbbc	9262	fddb	*	*	fddb
16976	*	*	*	*	*	*	*	e251	ee8991,f0a48596	d850dd56,e251	0000e251,00024156	fddc	*	*	fddc	*	*	fddc
16977	*	*	*	*	*	*	*	e252	ee8992,f0a48597	d850dd57,e252	0000e252,00024157	fddd	*	*	fddd	*	*	fddd
16978	*	*	*	*	*	*	*	e253	f0a48580,ee8993	d850dd40,e253	00024140,0000e253	fdde	*	*	fdde	*	*	fdde
16979	*	*	*	*	*	*	*	e254	f0a6879d,ee8994	d858dddd,e254	000261dd,0000e254	fddf	*	*	fddf	*	*	fddf
16980	*	*	*	*	*	*	*	704b	e7818b,ee8995	704b,e255	0000704b,0000e255	fde0	*	*	fde0	*	*	fde0
16981	*	*	*	*	*	*	*	707e	e781be,ee8996	707e,e256	0000707e,0000e256	fde1	fc50	8fe8	fde1	*	*	fde1
16982	*	*	*	*	*	*	*	70a7	e782a7,ee8997	70a7,e257	000070a7,0000e257	fde2	*	*	fde2	*	*	fde2
16983	*	*	*	*	*	*	*	*	*	*	*	*	fcdd	8fe5	fde3	*	*	*
16984	*	*	*	*	*	*	*	70cc	e7838c,ee8999	70cc,e259	000070cc,0000e259	fde4	*	*	fde4	*	*	fde4
16985	*	*	*	*	*	*	*	70d5	e78395,ee899a	70d5,e25a	000070d5,0000e25a	fde5	fc75	91cf	fde5	*	*	fde5
16986	*	*	*	*	*	*	*	70d6	e78396,ee899b	70d6,e25b	000070d6,0000e25b	fde6	*	*	fde6	*	*	fde6
16987	*	*	*	*	*	*	*	70df	e7839f,ee899c	70df,e25c	000070df,0000e25c	fde7	fa69	9259	fde7	c857	fbc7	fde7
16988	*	*	*	*	*	*	*	4104	e48484,ee899d	4104,e25d	00004104,0000e25d	fde8	*	*	fde8	*	*	fde8
16989	*	*	*	*	*	*	*	3de8	e3b7a8,ee899e	3de8,e25e	00003de8,0000e25e	fde9	*	*	fde9	*	*	fde9
16990	*	*	*	*	*	*	*	71b4	e786b4,ee899f	71b4,e25f	000071b4,0000e25f	fdea	*	*	fdea	*	*	fdea
16991	*	*	*	*	*	*	*	7196	e78696,ee89a0	7196,e260	00007196,0000e260	fdeb	*	*	fdeb	*	*	fdeb
16992	*	*	*	*	*	*	*	e261	f0a489b7,ee89a1	d850de77,e261	00024277,0000e261	fdec	*	*	fdec	*	*	fdec
16993	*	*	*	*	*	*	*	712b	e784ab,ee89a2	712b,e262	0000712b,0000e262	fded	*	*	fded	*	*	fded
16994	*	*	*	*	*	*	*	7145	e78585,ee89a3	7145,e263	00007145,0000e263	fdee	fac3	91d1	fdee	c85d	fbcd	fdee
16995	*	*	*	*	*	*	*	5a88	e5aa88,ee89a4	5a88,e264	00005a88,0000e264	fdef	*	*	fdef	*	*	fdef
